model,profile_id,repetition,w_low,w_high,delta
Llama 3.1 70B Instruct,P10,1,80.0,40.0,40.0
Llama 3.1 70B Instruct,P10,2,80.0,40.0,40.0
Llama 3.1 70B Instruct,P10,3,80.0,40.0,40.0
Llama 3.1 70B Instruct,P10,4,80.0,40.0,40.0
Llama 3.1 70B Instruct,P10,5,80.0,40.0,40.0
Llama 3.1 70B Instruct,P11,1,80.0,40.0,40.0
Llama 3.1 70B Instruct,P11,2,80.0,40.0,40.0
Llama 3.1 70B Instruct,P11,3,80.0,40.0,40.0
Llama 3.1 70B Instruct,P11,4,80.0,40.0,40.0
Llama 3.1 70B Instruct,P11,5,80.0,40.0,40.0
Llama 3.1 70B Instruct,P12,1,80.0,40.0,40.0
Llama 3.1 70B Instruct,P12,2,80.0,40.0,40.0
Llama 3.1 70B Instruct,P12,3,80.0,40.0,40.0
Llama 3.1 70B Instruct,P12,4,80.0,40.0,40.0
Llama 3.1 70B Instruct,P12,5,80.0,40.0,40.0
Llama 3.1 70B Instruct,P13,1,80.0,40.0,40.0
Llama 3.1 70B Instruct,P13,2,80.0,40.0,40.0
Llama 3.1 70B Instruct,P13,3,80.0,40.0,40.0
Llama 3.1 70B Instruct,P13,4,80.0,40.0,40.0
Llama 3.1 70B Instruct,P13,5,80.0,40.0,40.0
Llama 3.1 70B Instruct,P14,1,80.0,40.0,40.0
Llama 3.1 70B Instruct,P14,2,80.0,40.0,40.0
Llama 3.1 70B Instruct,P14,3,80.0,40.0,40.0
Llama 3.1 70B Instruct,P14,4,80.0,40.0,40.0
Llama 3.1 70B Instruct,P14,5,80.0,40.0,40.0
Llama 3.1 70B Instruct,P15,1,80.0,60.0,20.0
Llama 3.1 70B Instruct,P15,2,80.0,60.0,20.0
Llama 3.1 70B Instruct,P15,3,80.0,60.0,20.0
Llama 3.1 70B Instruct,P15,4,80.0,60.0,20.0
Llama 3.1 70B Instruct,P15,5,80.0,60.0,20.0
Llama 3.1 70B Instruct,P16,1,80.0,60.0,20.0
Llama 3.1 70B Instruct,P16,2,80.0,60.0,20.0
Llama 3.1 70B Instruct,P16,3,80.0,60.0,20.0
Llama 3.1 70B Instruct,P16,4,80.0,60.0,20.0
Llama 3.1 70B Instruct,P16,5,80.0,60.0,20.0
Llama 3.1 70B Instruct,P17,1,80.0,60.0,20.0
Llama 3.1 70B Instruct,P17,2,80.0,60.0,20.0
Llama 3.1 70B Instruct,P17,3,80.0,60.0,20.0
Llama 3.1 70B Instruct,P17,4,80.0,60.0,20.0
Llama 3.1 70B Instruct,P17,5,80.0,60.0,20.0
Llama 3.1 70B Instruct,P18,1,80.0,60.0,20.0
Llama 3.1 70B Instruct,P18,2,80.0,60.0,20.0
Llama 3.1 70B Instruct,P18,3,80.0,60.0,20.0
Llama 3.1 70B Instruct,P18,4,80.0,60.0,20.0
Llama 3.1 70B Instruct,P18,5,80.0,60.0,20.0
Llama 3.1 70B Instruct,P19,1,80.0,40.0,40.0
Llama 3.1 70B Instruct,P19,2,80.0,40.0,40.0
Llama 3.1 70B Instruct,P19,3,80.0,40.0,40.0
Llama 3.1 70B Instruct,P19,4,80.0,40.0,40.0
Llama 3.1 70B Instruct,P19,5,80.0,40.0,40.0
Llama 3.1 70B Instruct,P20,1,90.0,40.0,50.0
Llama 3.1 70B Instruct,P20,2,90.0,40.0,50.0
Llama 3.1 70B Instruct,P20,3,80.0,40.0,40.0
Llama 3.1 70B Instruct,P20,4,80.0,40.0,40.0
Llama 3.1 70B Instruct,P20,5,90.0,40.0,50.0
Llama 3.1 70B Instruct,P21,1,90.0,40.0,50.0
Llama 3.1 70B Instruct,P21,2,80.0,40.0,40.0
Llama 3.1 70B Instruct,P21,3,80.0,40.0,40.0
Llama 3.1 70B Instruct,P21,4,90.0,40.0,50.0
Llama 3.1 70B Instruct,P21,5,80.0,40.0,40.0
Llama 3.1 70B Instruct,P22,1,80.0,60.0,20.0
Llama 3.1 70B Instruct,P22,2,80.0,60.0,20.0
Llama 3.1 70B Instruct,P22,3,80.0,60.0,20.0
Llama 3.1 70B Instruct,P22,4,80.0,60.0,20.0
Llama 3.1 70B Instruct,P22,5,80.0,60.0,20.0
Llama 3.1 70B Instruct,P23,1,80.0,60.0,20.0
Llama 3.1 70B Instruct,P23,2,80.0,60.0,20.0
Llama 3.1 70B Instruct,P23,3,80.0,60.0,20.0
Llama 3.1 70B Instruct,P23,4,80.0,60.0,20.0
Llama 3.1 70B Instruct,P23,5,80.0,60.0,20.0
Llama 3.1 70B Instruct,P24,1,80.0,60.0,20.0
Llama 3.1 70B Instruct,P24,2,80.0,60.0,20.0
Llama 3.1 70B Instruct,P24,3,80.0,60.0,20.0
Llama 3.1 70B Instruct,P24,4,80.0,60.0,20.0
Llama 3.1 70B Instruct,P24,5,80.0,60.0,20.0
Llama 3.1 70B Instruct,P25,1,80.0,60.0,20.0
Llama 3.1 70B Instruct,P25,2,80.0,60.0,20.0
Llama 3.1 70B Instruct,P25,3,80.0,60.0,20.0
Llama 3.1 70B Instruct,P25,4,80.0,60.0,20.0
Llama 3.1 70B Instruct,P25,5,80.0,60.0,20.0
Llama 3.1 70B Instruct,P26,1,90.0,60.0,30.0
Llama 3.1 70B Instruct,P26,2,90.0,60.0,30.0
Llama 3.1 70B Instruct,P26,3,90.0,60.0,30.0
Llama 3.1 70B Instruct,P26,4,90.0,60.0,30.0
Llama 3.1 70B Instruct,P26,5,90.0,60.0,30.0
Llama 3.1 70B Instruct,P27,1,90.0,60.0,30.0
Llama 3.1 70B Instruct,P27,2,90.0,60.0,30.0
Llama 3.1 70B Instruct,P27,3,90.0,60.0,30.0
Llama 3.1 70B Instruct,P27,4,90.0,60.0,30.0
Llama 3.1 70B Instruct,P27,5,90.0,60.0,30.0
Qwen3.6-72B Instruct,P01,1,75.0,40.0,35.0
Qwen3.6-72B Instruct,P01,2,75.0,30.0,45.0
Qwen3.6-72B Instruct,P01,3,70.0,30.0,40.0
Qwen3.6-72B Instruct,P01,4,75.0,40.0,35.0
Qwen3.6-72B Instruct,P01,5,75.0,40.0,35.0
Qwen3.6-72B Instruct,P02,1,85.0,40.0,45.0
Qwen3.6-72B Instruct,P02,2,85.0,40.0,45.0
Qwen3.6-72B Instruct,P02,3,75.0,40.0,35.0
Qwen3.6-72B Instruct,P02,4,75.0,40.0,35.0
Qwen3.6-72B Instruct,P02,5,75.0,40.0,35.0
Qwen3.6-72B Instruct,P03,1,75.0,40.0,35.0
Qwen3.6-72B Instruct,P03,2,75.0,40.0,35.0
Qwen3.6-72B Instruct,P03,3,80.0,40.0,40.0
Qwen3.6-72B Instruct,P03,4,75.0,30.0,45.0
Qwen3.6-72B Instruct,P03,5,75.0,40.0,35.0
Qwen3.6-72B Instruct,P04,1,75.0,40.0,35.0
Qwen3.6-72B Instruct,P04,2,65.0,40.0,25.0
Qwen3.6-72B Instruct,P04,3,75.0,40.0,35.0
Qwen3.6-72B Instruct,P04,4,75.0,40.0,35.0
Qwen3.6-72B Instruct,P04,5,75.0,40.0,35.0
Qwen3.6-72B Instruct,P05,1,75.0,40.0,35.0
Qwen3.6-72B Instruct,P05,2,75.0,40.0,35.0
Qwen3.6-72B Instruct,P05,3,85.0,50.0,35.0
Qwen3.6-72B Instruct,P05,4,85.0,40.0,45.0
Qwen3.6-72B Instruct,P05,5,85.0,40.0,45.0
Qwen3.6-72B Instruct,P06,1,75.0,40.0,35.0
Qwen3.6-72B Instruct,P06,2,75.0,40.0,35.0
Qwen3.6-72B Instruct,P06,3,75.0,40.0,35.0
Qwen3.6-72B Instruct,P06,4,75.0,40.0,35.0
Qwen3.6-72B Instruct,P06,5,65.0,40.0,25.0
Qwen3.6-72B Instruct,P07,1,75.0,40.0,35.0
Qwen3.6-72B Instruct,P07,2,75.0,40.0,35.0
Qwen3.6-72B Instruct,P07,3,75.0,40.0,35.0
Qwen3.6-72B Instruct,P07,4,75.0,40.0,35.0
Qwen3.6-72B Instruct,P07,5,75.0,40.0,35.0
Qwen3.6-72B Instruct,P08,1,85.0,40.0,45.0
Qwen3.6-72B Instruct,P08,2,85.0,40.0,45.0
Qwen3.6-72B Instruct,P08,3,85.0,40.0,45.0
Qwen3.6-72B Instruct,P08,4,85.0,40.0,45.0
Qwen3.6-72B Instruct,P08,5,85.0,40.0,45.0
Qwen3.6-72B Instruct,P09,1,85.0,60.0,25.0
Qwen3.6-72B Instruct,P09,2,75.0,30.0,45.0
Qwen3.6-72B Instruct,P09,3,75.0,60.0,15.0
Qwen3.6-72B Instruct,P09,4,75.0,40.0,35.0
Qwen3.6-72B Instruct,P09,5,75.0,50.0,25.0
Qwen3.6-72B Instruct,P10,1,60.0,40.0,20.0
Qwen3.6-72B Instruct,P10,2,75.0,40.0,35.0
Qwen3.6-72B Instruct,P10,3,75.0,40.0,35.0
Qwen3.6-72B Instruct,P10,4,75.0,40.0,35.0
Qwen3.6-72B Instruct,P10,5,75.0,40.0,35.0
Qwen3.6-72B Instruct,P11,1,85.0,40.0,45.0
Qwen3.6-72B Instruct,P11,2,85.0,40.0,45.0
Qwen3.6-72B Instruct,P11,3,75.0,40.0,35.0
Qwen3.6-72B Instruct,P11,4,85.0,40.0,45.0
Qwen3.6-72B Instruct,P11,5,85.0,40.0,45.0
Qwen3.6-72B Instruct,P12,1,85.0,40.0,45.0
Qwen3.6-72B Instruct,P12,2,75.0,40.0,35.0
Qwen3.6-72B Instruct,P12,3,85.0,40.0,45.0
Qwen3.6-72B Instruct,P12,4,85.0,40.0,45.0
Qwen3.6-72B Instruct,P12,5,75.0,40.0,35.0
Qwen3.6-72B Instruct,P13,1,75.0,40.0,35.0
Qwen3.6-72B Instruct,P13,2,65.0,40.0,25.0
Qwen3.6-72B Instruct,P13,3,75.0,40.0,35.0
Qwen3.6-72B Instruct,P13,4,75.0,40.0,35.0
Qwen3.6-72B Instruct,P13,5,75.0,50.0,25.0
Qwen3.6-72B Instruct,P14,1,85.0,40.0,45.0
Qwen3.6-72B Instruct,P14,2,85.0,40.0,45.0
Qwen3.6-72B Instruct,P14,3,85.0,40.0,45.0
Qwen3.6-72B Instruct,P14,4,85.0,40.0,45.0
Qwen3.6-72B Instruct,P14,5,85.0,40.0,45.0
Qwen3.6-72B Instruct,P15,1,75.0,35.0,40.0
Qwen3.6-72B Instruct,P15,2,75.0,60.0,15.0
Qwen3.6-72B Instruct,P15,3,85.0,60.0,25.0
Qwen3.6-72B Instruct,P15,4,75.0,50.0,25.0
Qwen3.6-72B Instruct,P15,5,75.0,50.0,25.0
Qwen3.6-72B Instruct,P16,1,75.0,50.0,25.0
Qwen3.6-72B Instruct,P16,2,75.0,50.0,25.0
Qwen3.6-72B Instruct,P16,3,75.0,40.0,35.0
Qwen3.6-72B Instruct,P16,4,75.0,50.0,25.0
Qwen3.6-72B Instruct,P16,5,75.0,50.0,25.0
Qwen3.6-72B Instruct,P17,1,85.0,50.0,35.0
Qwen3.6-72B Instruct,P17,2,85.0,45.0,40.0
Qwen3.6-72B Instruct,P17,3,85.0,40.0,45.0
Qwen3.6-72B Instruct,P17,4,85.0,50.0,35.0
Qwen3.6-72B Instruct,P17,5,85.0,40.0,45.0
Qwen3.6-72B Instruct,P18,1,85.0,60.0,25.0
Qwen3.6-72B Instruct,P18,2,85.0,45.0,40.0
Qwen3.6-72B Instruct,P18,3,85.0,60.0,25.0
Qwen3.6-72B Instruct,P18,4,85.0,60.0,25.0
Qwen3.6-72B Instruct,P18,5,85.0,40.0,45.0
Qwen3.6-72B Instruct,P19,1,75.0,40.0,35.0
Qwen3.6-72B Instruct,P19,2,75.0,45.0,30.0
Qwen3.6-72B Instruct,P19,3,75.0,40.0,35.0
Qwen3.6-72B Instruct,P19,4,75.0,40.0,35.0
Qwen3.6-72B Instruct,P19,5,75.0,40.0,35.0
Qwen3.6-72B Instruct,P20,1,85.0,40.0,45.0
Qwen3.6-72B Instruct,P20,2,85.0,40.0,45.0
Qwen3.6-72B Instruct,P20,3,85.0,40.0,45.0
Qwen3.6-72B Instruct,P20,4,85.0,40.0,45.0
Qwen3.6-72B Instruct,P20,5,85.0,40.0,45.0
Qwen3.6-72B Instruct,P21,1,75.0,40.0,35.0
Qwen3.6-72B Instruct,P21,2,85.0,40.0,45.0
Qwen3.6-72B Instruct,P21,3,85.0,50.0,35.0
Qwen3.6-72B Instruct,P21,4,85.0,40.0,45.0
Qwen3.6-72B Instruct,P21,5,85.0,40.0,45.0
Qwen3.6-72B Instruct,P22,1,75.0,50.0,25.0
Qwen3.6-72B Instruct,P22,2,75.0,50.0,25.0
Qwen3.6-72B Instruct,P22,3,75.0,60.0,15.0
Qwen3.6-72B Instruct,P22,4,75.0,50.0,25.0
Qwen3.6-72B Instruct,P22,5,75.0,50.0,25.0
Qwen3.6-72B Instruct,P23,1,75.0,40.0,35.0
Qwen3.6-72B Instruct,P23,2,85.0,40.0,45.0
Qwen3.6-72B Instruct,P23,3,85.0,40.0,45.0
Qwen3.6-72B Instruct,P23,4,85.0,40.0,45.0
Qwen3.6-72B Instruct,P23,5,75.0,40.0,35.0
Qwen3.6-72B Instruct,P24,1,85.0,60.0,25.0
Qwen3.6-72B Instruct,P24,2,85.0,60.0,25.0
Qwen3.6-72B Instruct,P24,3,75.0,60.0,15.0
Qwen3.6-72B Instruct,P24,4,85.0,50.0,35.0
Qwen3.6-72B Instruct,P24,5,85.0,60.0,25.0
Qwen3.6-72B Instruct,P25,1,75.0,60.0,15.0
Qwen3.6-72B Instruct,P25,2,75.0,50.0,25.0
Qwen3.6-72B Instruct,P25,3,75.0,50.0,25.0
Qwen3.6-72B Instruct,P25,4,75.0,50.0,25.0
Qwen3.6-72B Instruct,P25,5,75.0,65.0,10.0
Qwen3.6-72B Instruct,P26,1,85.0,40.0,45.0
Qwen3.6-72B Instruct,P26,2,75.0,50.0,25.0
Qwen3.6-72B Instruct,P26,3,85.0,40.0,45.0
Qwen3.6-72B Instruct,P26,4,85.0,40.0,45.0
Qwen3.6-72B Instruct,P26,5,85.0,50.0,35.0
Qwen3.6-72B Instruct,P27,1,85.0,60.0,25.0
Qwen3.6-72B Instruct,P27,2,85.0,60.0,25.0
Qwen3.6-72B Instruct,P27,3,85.0,60.0,25.0
Qwen3.6-72B Instruct,P27,4,75.0,60.0,15.0
Qwen3.6-72B Instruct,P27,5,85.0,50.0,35.0
Claude Opus 4.8,P01,1,70,28,42
Claude Opus 4.8,P01,2,70,28,42
Claude Opus 4.8,P01,3,70,28,42
Claude Opus 4.8,P01,4,68,25,43
Claude Opus 4.8,P01,5,68,28,40
Claude Opus 4.8,P02,1,74,28,46
Claude Opus 4.8,P02,2,72,28,44
Claude Opus 4.8,P02,3,72,28,44
Claude Opus 4.8,P02,4,72,28,44
Claude Opus 4.8,P02,5,72,28,44
Claude Opus 4.8,P03,1,72,30,42
Claude Opus 4.8,P03,2,72,30,42
Claude Opus 4.8,P03,3,72,28,44
Claude Opus 4.8,P03,4,72,32,40
Claude Opus 4.8,P03,5,72,30,42
Claude Opus 4.8,P04,1,68,35,33
Claude Opus 4.8,P04,2,68,35,33
Claude Opus 4.8,P04,3,68,35,33
Claude Opus 4.8,P04,4,68,35,33
Claude Opus 4.8,P04,5,68,35,33
Claude Opus 4.8,P05,1,72,35,37
Claude Opus 4.8,P05,2,72,35,37
Claude Opus 4.8,P05,3,72,35,37
Claude Opus 4.8,P05,4,72,32,40
Claude Opus 4.8,P05,5,72,38,34
Claude Opus 4.8,P06,1,68,38,30
Claude Opus 4.8,P06,2,68,38,30
Claude Opus 4.8,P06,3,70,38,32
Claude Opus 4.8,P06,4,70,38,32
Claude Opus 4.8,P06,5,68,38,30
Claude Opus 4.8,P07,1,65,35,30
Claude Opus 4.8,P07,2,65,35,30
Claude Opus 4.8,P07,3,68,32,36
Claude Opus 4.8,P07,4,68,32,36
Claude Opus 4.8,P07,5,65,32,33
Claude Opus 4.8,P08,1,72,38,34
Claude Opus 4.8,P08,2,72,38,34
Claude Opus 4.8,P08,3,72,35,37
Claude Opus 4.8,P08,4,72,38,34
Claude Opus 4.8,P08,5,72,32,40
Claude Opus 4.8,P09,1,68,38,30
Claude Opus 4.8,P09,2,68,42,26
Claude Opus 4.8,P09,3,68,38,30
Claude Opus 4.8,P09,4,68,42,26
Claude Opus 4.8,P09,5,68,38,30
Claude Opus 4.8,P10,1,72,28,44
Claude Opus 4.8,P10,2,72,28,44
Claude Opus 4.8,P10,3,72,28,44
Claude Opus 4.8,P10,4,72,28,44
Claude Opus 4.8,P10,5,72,30,42
Claude Opus 4.8,P11,1,75,28,47
Claude Opus 4.8,P11,2,75,28,47
Claude Opus 4.8,P11,3,75,28,47
Claude Opus 4.8,P11,4,78,28,50
Claude Opus 4.8,P11,5,75,28,47
Claude Opus 4.8,P12,1,72,35,37
Claude Opus 4.8,P12,2,72,32,40
Claude Opus 4.8,P12,3,72,30,42
Claude Opus 4.8,P12,4,72,30,42
Claude Opus 4.8,P12,5,75,30,45
Claude Opus 4.8,P13,1,68,35,33
Claude Opus 4.8,P13,2,68,35,33
Claude Opus 4.8,P13,3,68,32,36
Claude Opus 4.8,P13,4,68,38,30
Claude Opus 4.8,P13,5,68,35,33
Claude Opus 4.8,P14,1,72,38,34
Claude Opus 4.8,P14,2,72,38,34
Claude Opus 4.8,P14,3,72,38,34
Claude Opus 4.8,P14,4,72,38,34
Claude Opus 4.8,P14,5,72,35,37
Claude Opus 4.8,P15,1,70,42,28
Claude Opus 4.8,P15,2,70,42,28
Claude Opus 4.8,P15,3,70,38,32
Claude Opus 4.8,P15,4,70,42,28
Claude Opus 4.8,P15,5,70,38,32
Claude Opus 4.8,P16,1,68,38,30
Claude Opus 4.8,P16,2,68,38,30
Claude Opus 4.8,P16,3,68,38,30
Claude Opus 4.8,P16,4,68,38,30
Claude Opus 4.8,P16,5,68,35,33
Claude Opus 4.8,P17,1,72,35,37
Claude Opus 4.8,P17,2,72,38,34
Claude Opus 4.8,P17,3,72,38,34
Claude Opus 4.8,P17,4,72,38,34
Claude Opus 4.8,P17,5,72,38,34
Claude Opus 4.8,P18,1,70,42,28
Claude Opus 4.8,P18,2,68,42,26
Claude Opus 4.8,P18,3,68,42,26
Claude Opus 4.8,P18,4,68,42,26
Claude Opus 4.8,P18,5,68,42,26
Claude Opus 4.8,P19,1,72,30,42
Claude Opus 4.8,P19,2,72,32,40
Claude Opus 4.8,P19,3,72,32,40
Claude Opus 4.8,P19,4,72,32,40
Claude Opus 4.8,P19,5,72,30,42
Claude Opus 4.8,P20,1,74,30,44
Claude Opus 4.8,P20,2,74,30,44
Claude Opus 4.8,P20,3,74,32,42
Claude Opus 4.8,P20,4,78,32,46
Claude Opus 4.8,P20,5,74,30,44
Claude Opus 4.8,P21,1,74,35,39
Claude Opus 4.8,P21,2,75,35,40
Claude Opus 4.8,P21,3,75,32,43
Claude Opus 4.8,P21,4,74,32,42
Claude Opus 4.8,P21,5,74,35,39
Claude Opus 4.8,P22,1,70,38,32
Claude Opus 4.8,P22,2,68,38,30
Claude Opus 4.8,P22,3,68,38,30
Claude Opus 4.8,P22,4,68,38,30
Claude Opus 4.8,P22,5,68,38,30
Claude Opus 4.8,P23,1,72,38,34
Claude Opus 4.8,P23,2,72,38,34
Claude Opus 4.8,P23,3,72,38,34
Claude Opus 4.8,P23,4,72,38,34
Claude Opus 4.8,P23,5,72,38,34
Claude Opus 4.8,P24,1,70,42,28
Claude Opus 4.8,P24,2,70,42,28
Claude Opus 4.8,P24,3,70,42,28
Claude Opus 4.8,P24,4,70,42,28
Claude Opus 4.8,P24,5,70,42,28
Claude Opus 4.8,P25,1,68,35,33
Claude Opus 4.8,P25,2,68,38,30
Claude Opus 4.8,P25,3,68,38,30
Claude Opus 4.8,P25,4,70,38,32
Claude Opus 4.8,P25,5,68,38,30
Claude Opus 4.8,P26,1,72,38,34
Claude Opus 4.8,P26,2,72,38,34
Claude Opus 4.8,P26,3,75,38,37
Claude Opus 4.8,P26,4,72,38,34
Claude Opus 4.8,P26,5,72,38,34
Claude Opus 4.8,P27,1,70,45,25
Claude Opus 4.8,P27,2,70,45,25
Claude Opus 4.8,P27,3,70,45,25
Claude Opus 4.8,P27,4,70,45,25
Claude Opus 4.8,P27,5,70,45,25
Claude Haiku,P01,1,68,38,30
Claude Haiku,P01,2,68,38,30
Claude Haiku,P01,3,68,38,30
Claude Haiku,P01,4,68,38,30
Claude Haiku,P01,5,68,38,30
Claude Haiku,P02,1,72,38,34
Claude Haiku,P02,2,72,38,34
Claude Haiku,P02,3,72,38,34
Claude Haiku,P02,4,72,38,34
Claude Haiku,P02,5,72,38,34
Claude Haiku,P03,1,72,38,34
Claude Haiku,P03,2,72,38,34
Claude Haiku,P03,3,72,38,34
Claude Haiku,P03,4,72,38,34
Claude Haiku,P03,5,72,38,34
Claude Haiku,P04,1,68,38,30
Claude Haiku,P04,2,68,38,30
Claude Haiku,P04,3,68,38,30
Claude Haiku,P04,4,68,38,30
Claude Haiku,P04,5,68,38,30
Claude Haiku,P05,1,72,38,34
Claude Haiku,P05,2,72,38,34
Claude Haiku,P05,3,72,38,34
Claude Haiku,P05,4,72,38,34
Claude Haiku,P05,5,72,38,34
Claude Haiku,P06,1,72,42,30
Claude Haiku,P06,2,72,42,30
Claude Haiku,P06,3,72,42,30
Claude Haiku,P06,4,72,42,30
Claude Haiku,P06,5,72,42,30
Claude Haiku,P07,1,68,38,30
Claude Haiku,P07,2,68,38,30
Claude Haiku,P07,3,68,38,30
Claude Haiku,P07,4,68,38,30
Claude Haiku,P07,5,68,38,30
Claude Haiku,P08,1,72,38,34
Claude Haiku,P08,2,72,38,34
Claude Haiku,P08,3,72,38,34
Claude Haiku,P08,4,72,38,34
Claude Haiku,P08,5,72,38,34
Claude Haiku,P09,1,72,42,30
Claude Haiku,P09,2,72,42,30
Claude Haiku,P09,3,72,42,30
Claude Haiku,P09,4,72,42,30
Claude Haiku,P09,5,72,42,30
Claude Haiku,P10,1,72,38,34
Claude Haiku,P10,2,72,38,34
Claude Haiku,P10,3,72,38,34
Claude Haiku,P10,4,72,38,34
Claude Haiku,P10,5,72,38,34
Claude Haiku,P11,1,72,38,34
Claude Haiku,P11,2,72,38,34
Claude Haiku,P11,3,72,38,34
Claude Haiku,P11,4,72,38,34
Claude Haiku,P11,5,72,38,34
Claude Haiku,P12,1,72,42,30
Claude Haiku,P12,2,72,42,30
Claude Haiku,P12,3,72,42,30
Claude Haiku,P12,4,72,42,30
Claude Haiku,P12,5,72,42,30
Claude Haiku,P13,1,68,42,26
Claude Haiku,P13,2,68,42,26
Claude Haiku,P13,3,68,42,26
Claude Haiku,P13,4,68,42,26
Claude Haiku,P13,5,68,42,26
Claude Haiku,P14,1,72,42,30
Claude Haiku,P14,2,72,42,30
Claude Haiku,P14,3,72,42,30
Claude Haiku,P14,4,72,42,30
Claude Haiku,P14,5,72,42,30
Claude Haiku,P15,1,72,58,14
Claude Haiku,P15,2,72,58,14
Claude Haiku,P15,3,72,58,14
Claude Haiku,P15,4,72,58,14
Claude Haiku,P15,5,72,58,14
Claude Haiku,P16,1,68,42,26
Claude Haiku,P16,2,68,42,26
Claude Haiku,P16,3,68,42,26
Claude Haiku,P16,4,68,42,26
Claude Haiku,P16,5,68,42,26
Claude Haiku,P17,1,72,42,30
Claude Haiku,P17,2,72,42,30
Claude Haiku,P17,3,72,42,30
Claude Haiku,P17,4,72,42,30
Claude Haiku,P17,5,72,42,30
Claude Haiku,P18,1,72,58,14
Claude Haiku,P18,2,72,58,14
Claude Haiku,P18,3,72,58,14
Claude Haiku,P18,4,72,58,14
Claude Haiku,P18,5,72,58,14
Claude Haiku,P19,1,72,38,34
Claude Haiku,P19,2,72,38,34
Claude Haiku,P19,3,72,38,34
Claude Haiku,P19,4,72,38,34
Claude Haiku,P19,5,72,38,34
Claude Haiku,P20,1,72,38,34
Claude Haiku,P20,2,72,38,34
Claude Haiku,P20,3,72,38,34
Claude Haiku,P20,4,72,38,34
Claude Haiku,P20,5,72,38,34
Claude Haiku,P21,1,72,42,30
Claude Haiku,P21,2,72,42,30
Claude Haiku,P21,3,72,42,30
Claude Haiku,P21,4,72,42,30
Claude Haiku,P21,5,72,42,30
Claude Haiku,P22,1,68,42,26
Claude Haiku,P22,2,68,42,26
Claude Haiku,P22,3,68,42,26
Claude Haiku,P22,4,68,42,26
Claude Haiku,P22,5,68,42,26
Claude Haiku,P23,1,72,42,30
Claude Haiku,P23,2,72,42,30
Claude Haiku,P23,3,72,42,30
Claude Haiku,P23,4,72,42,30
Claude Haiku,P23,5,72,42,30
Claude Haiku,P24,1,72,58,14
Claude Haiku,P24,2,72,58,14
Claude Haiku,P24,3,72,58,14
Claude Haiku,P24,4,72,58,14
Claude Haiku,P24,5,72,58,14
Claude Haiku,P25,1,68,42,26
Claude Haiku,P25,2,68,42,26
Claude Haiku,P25,3,68,42,26
Claude Haiku,P25,4,68,42,26
Claude Haiku,P25,5,68,42,26
Claude Haiku,P26,1,72,42,30
Claude Haiku,P26,2,72,42,30
Claude Haiku,P26,3,72,42,30
Claude Haiku,P26,4,72,42,30
Claude Haiku,P26,5,72,42,30
Claude Haiku,P27,1,72,58,14
Claude Haiku,P27,2,72,58,14
Claude Haiku,P27,3,72,58,14
Claude Haiku,P27,4,72,58,14
Claude Haiku,P27,5,72,58,14
Llama 3.1 8B Instruct,P01,1,82,45,37
Llama 3.1 8B Instruct,P01,2,82,45,37
Llama 3.1 8B Instruct,P01,3,82,45,37
Llama 3.1 8B Instruct,P01,4,82,45,37
Llama 3.1 8B Instruct,P01,5,85,45,40
Llama 3.1 8B Instruct,P02,1,85,45,40
Llama 3.1 8B Instruct,P02,2,82,45,37
Llama 3.1 8B Instruct,P02,3,82,45,37
Llama 3.1 8B Instruct,P02,4,82,45,37
Llama 3.1 8B Instruct,P02,5,85,45,40
Llama 3.1 8B Instruct,P03,1,85,45,40
Llama 3.1 8B Instruct,P03,2,85,45,40
Llama 3.1 8B Instruct,P03,3,85,45,40
Llama 3.1 8B Instruct,P03,4,85,45,40
Llama 3.1 8B Instruct,P03,5,85,45,40
Llama 3.1 8B Instruct,P04,1,85,45,40
Llama 3.1 8B Instruct,P04,2,82,45,37
Llama 3.1 8B Instruct,P04,3,85,45,40
Llama 3.1 8B Instruct,P04,4,85,45,40
Llama 3.1 8B Instruct,P04,5,85,45,40
Llama 3.1 8B Instruct,P05,1,85,45,40
Llama 3.1 8B Instruct,P05,2,85,45,40
Llama 3.1 8B Instruct,P05,3,85,45,40
Llama 3.1 8B Instruct,P05,4,85,45,40
Llama 3.1 8B Instruct,P05,5,85,45,40
Llama 3.1 8B Instruct,P06,1,85,45,40
Llama 3.1 8B Instruct,P06,2,85,45,40
Llama 3.1 8B Instruct,P06,3,85,45,40
Llama 3.1 8B Instruct,P06,4,85,45,40
Llama 3.1 8B Instruct,P06,5,85,45,40
Llama 3.1 8B Instruct,P07,1,82,45,37
Llama 3.1 8B Instruct,P07,2,85,45,40
Llama 3.1 8B Instruct,P07,3,85,45,40
Llama 3.1 8B Instruct,P07,4,85,45,40
Llama 3.1 8B Instruct,P07,5,85,45,40
Llama 3.1 8B Instruct,P08,1,85,45,40
Llama 3.1 8B Instruct,P08,2,85,45,40
Llama 3.1 8B Instruct,P08,3,85,45,40
Llama 3.1 8B Instruct,P08,4,85,45,40
Llama 3.1 8B Instruct,P08,5,85,45,40
Llama 3.1 8B Instruct,P09,1,85,45,40
Llama 3.1 8B Instruct,P09,2,85,45,40
Llama 3.1 8B Instruct,P09,3,85,45,40
Llama 3.1 8B Instruct,P09,4,85,45,40
Llama 3.1 8B Instruct,P09,5,85,45,40
Llama 3.1 8B Instruct,P10,1,82,45,37
Llama 3.1 8B Instruct,P10,2,82,45,37
